year,ethnicity,legislation_type,geography,stops,population,rate
2012/13,Black,All,All - including BTP,121919,1864890,65.38
2013/14,Black,All,All - including BTP,102033,1864890,54.71
2014/15,Black,All,All - including BTP,63704,1864890,34.160000000000004
2015/16,Black,All,All - including BTP,58575,1864890,31.41
2016/17,Black,All,All - including BTP,55050,1864890,29.52
2017/18,Black,All,All - including BTP,54395,1864890,29.17
2018/19,Black,All,All - including BTP,70752,1864890,37.94
2019/20,Black,All,All - including BTP,97308,1864890,52.18
2006/07,Black,All,All - including BTP and excluding Greater Manchester,NA,NA,NA
2007/08,Black,All,All - including BTP and excluding Greater Manchester,NA,NA,NA
2008/09,Black,All,All - including BTP and excluding Greater Manchester,NA,NA,NA
2009/10,Black,All,All - including BTP and excluding Greater Manchester,215203,1790793,120.16999999999999
2010/11,Black,All,All - including BTP and excluding Greater Manchester,206693,1790793,115.42
2011/12,Black,All,All - including BTP and excluding Greater Manchester,175204,1790793,97.84
2012/13,Black,All,All - including BTP and excluding Greater Manchester,120258,1790793,67.14999999999999
2013/14,Black,All,All - including BTP and excluding Greater Manchester,100528,1790793,56.14
2014/15,Black,All,All - including BTP and excluding Greater Manchester,62873,1790793,35.11
2015/16,Black,All,All - including BTP and excluding Greater Manchester,58256,1790793,32.53
2016/17,Black,All,All - including BTP and excluding Greater Manchester,54836,1790793,30.62
2017/18,Black,All,All - including BTP and excluding Greater Manchester,54152,1790793,30.24
2018/19,Black,All,All - including BTP and excluding Greater Manchester,70124,1790793,39.160000000000004
2019/20,Black,All,All - including BTP and excluding Greater Manchester,96905,1790793,54.11
2006/07,Black,All,Avon & Somerset,690,30923,22.310000000000002
2007/08,Black,All,Avon & Somerset,638,30923,20.630000000000003
2008/09,Black,All,Avon & Somerset,1373,30923,44.4
2009/10,Black,All,Avon & Somerset,914,30923,29.56
2010/11,Black,All,Avon & Somerset,1010,30923,32.660000000000004
2011/12,Black,All,Avon & Somerset,1382,30923,44.690000000000005
2012/13,Black,All,Avon & Somerset,1976,30923,63.9
2013/14,Black,All,Avon & Somerset,1634,30923,52.839999999999996
2014/15,Black,All,Avon & Somerset,759,30923,24.54
2015/16,Black,All,Avon & Somerset,447,30923,14.46
2016/17,Black,All,Avon & Somerset,454,30923,14.68
2017/18,Black,All,Avon & Somerset,641,30923,20.73
2018/19,Black,All,Avon & Somerset,554,30923,17.919999999999998
2019/20,Black,All,Avon & Somerset,747,30923,24.16
2006/07,Black,All,Bedfordshire,498,29725,16.75
2007/08,Black,All,Bedfordshire,465,29725,15.639999999999999
2008/09,Black,All,Bedfordshire,1176,29725,39.56
2009/10,Black,All,Bedfordshire,805,29725,27.08
2010/11,Black,All,Bedfordshire,1057,29725,35.56
2011/12,Black,All,Bedfordshire,678,29725,22.810000000000002
2012/13,Black,All,Bedfordshire,753,29725,25.330000000000002
2013/14,Black,All,Bedfordshire,518,29725,17.43
2014/15,Black,All,Bedfordshire,235,29725,7.91
2015/16,Black,All,Bedfordshire,219,29725,7.37
2016/17,Black,All,Bedfordshire,139,29725,4.68
2017/18,Black,All,Bedfordshire,170,29725,5.72
2018/19,Black,All,Bedfordshire,213,29725,7.17
2019/20,Black,All,Bedfordshire,298,29725,10.03
2009/10,Black,All,British Transport Police,4681,NA,NA
2010/11,Black,All,British Transport Police,3002,NA,NA
2011/12,Black,All,British Transport Police,1761,NA,NA
2012/13,Black,All,British Transport Police,1287,NA,NA
2013/14,Black,All,British Transport Police,1807,NA,NA
2014/15,Black,All,British Transport Police,812,NA,NA
2015/16,Black,All,British Transport Police,405,NA,NA
2016/17,Black,All,British Transport Police,333,NA,NA
2017/18,Black,All,British Transport Police,404,NA,NA
2018/19,Black,All,British Transport Police,1022,NA,NA
2019/20,Black,All,British Transport Police,1665,NA,NA
2006/07,Black,All,Cambridgeshire,303,10174,29.779999999999998
2007/08,Black,All,Cambridgeshire,314,10174,30.86
2008/09,Black,All,Cambridgeshire,152,10174,14.94
2009/10,Black,All,Cambridgeshire,162,10174,15.92
2010/11,Black,All,Cambridgeshire,453,10174,44.53
2011/12,Black,All,Cambridgeshire,521,10174,51.21
2012/13,Black,All,Cambridgeshire,581,10174,57.11
2013/14,Black,All,Cambridgeshire,481,10174,47.28
2014/15,Black,All,Cambridgeshire,254,10174,24.97
2015/16,Black,All,Cambridgeshire,187,10174,18.38
2016/17,Black,All,Cambridgeshire,91,10174,8.94
2017/18,Black,All,Cambridgeshire,59,10174,5.8
2018/19,Black,All,Cambridgeshire,98,10174,9.629999999999999
2019/20,Black,All,Cambridgeshire,176,10174,17.3
2006/07,Black,All,Cheshire,60,3264,18.38
2007/08,Black,All,Cheshire,69,3264,21.14
2008/09,Black,All,Cheshire,57,3264,17.459999999999997
2009/10,Black,All,Cheshire,44,3264,13.48
2010/11,Black,All,Cheshire,64,3264,19.610000000000003
2011/12,Black,All,Cheshire,88,3264,26.959999999999997
2012/13,Black,All,Cheshire,50,3264,15.32
2013/14,Black,All,Cheshire,75,3264,22.979999999999997
2014/15,Black,All,Cheshire,138,3264,42.28
2015/16,Black,All,Cheshire,69,3264,21.14
2016/17,Black,All,Cheshire,28,3264,8.58
2017/18,Black,All,Cheshire,42,3264,12.870000000000001
2018/19,Black,All,Cheshire,54,3264,16.54
2019/20,Black,All,Cheshire,75,3264,22.979999999999997
2006/07,Black,All,Cleveland,97,3156,30.74
2007/08,Black,All,Cleveland,97,3156,30.74
2008/09,Black,All,Cleveland,103,3156,32.64
2009/10,Black,All,Cleveland,167,3156,52.92
2010/11,Black,All,Cleveland,227,3156,71.93
2011/12,Black,All,Cleveland,256,3156,81.11999999999999
2012/13,Black,All,Cleveland,323,3156,102.34
2013/14,Black,All,Cleveland,274,3156,86.82
2014/15,Black,All,Cleveland,129,3156,40.87
2015/16,Black,All,Cleveland,43,3156,13.62
2016/17,Black,All,Cleveland,17,3156,5.39
2017/18,Black,All,Cleveland,17,3156,5.39
2018/19,Black,All,Cleveland,24,3156,7.6
2019/20,Black,All,Cleveland,41,3156,12.99
2006/07,Black,All,Cumbria,21,579,36.27
2007/08,Black,All,Cumbria,17,579,29.36
2008/09,Black,All,Cumbria,24,579,41.449999999999996
2009/10,Black,All,Cumbria,31,579,53.54
2010/11,Black,All,Cumbria,29,579,50.09
2011/12,Black,All,Cumbria,32,579,55.27
2012/13,Black,All,Cumbria,23,579,39.720000000000006
2013/14,Black,All,Cumbria,20,579,34.54
2014/15,Black,All,Cumbria,11,579,19
2015/16,Black,All,Cumbria,22,579,38
2016/17,Black,All,Cumbria,14,579,24.18
2017/18,Black,All,Cumbria,12,579,20.73
2018/19,Black,All,Cumbria,14,579,24.18
2019/20,Black,All,Cumbria,10,579,17.27
2006/07,Black,All,Derbyshire,234,10090,23.19
2007/08,Black,All,Derbyshire,226,10090,22.4
2008/09,Black,All,Derbyshire,240,10090,23.79
2009/10,Black,All,Derbyshire,253,10090,25.07
2010/11,Black,All,Derbyshire,290,10090,28.74
2011/12,Black,All,Derbyshire,418,10090,41.43
2012/13,Black,All,Derbyshire,301,10090,29.830000000000002
2013/14,Black,All,Derbyshire,140,10090,13.88
2014/15,Black,All,Derbyshire,133,10090,13.18
2015/16,Black,All,Derbyshire,113,10090,11.2
2016/17,Black,All,Derbyshire,81,10090,8.03
2017/18,Black,All,Derbyshire,64,10090,6.34
2018/19,Black,All,Derbyshire,104,10090,10.31
2019/20,Black,All,Derbyshire,70,10090,6.94
2006/07,Black,All,Devon & Cornwall,200,4106,48.71
2007/08,Black,All,Devon & Cornwall,239,4106,58.21
2008/09,Black,All,Devon & Cornwall,238,4106,57.96
2009/10,Black,All,Devon & Cornwall,284,4106,69.16999999999999
2010/11,Black,All,Devon & Cornwall,164,4106,39.94
2011/12,Black,All,Devon & Cornwall,188,4106,45.790000000000006
2012/13,Black,All,Devon & Cornwall,182,4106,44.33
2013/14,Black,All,Devon & Cornwall,214,4106,52.120000000000005
2014/15,Black,All,Devon & Cornwall,136,4106,33.120000000000005
2015/16,Black,All,Devon & Cornwall,108,4106,26.3
2016/17,Black,All,Devon & Cornwall,102,4106,24.84
2017/18,Black,All,Devon & Cornwall,107,4106,26.06
2018/19,Black,All,Devon & Cornwall,82,4106,19.97
2019/20,Black,All,Devon & Cornwall,127,4106,30.93
2006/07,Black,All,Dorset,261,3208,81.36
2007/08,Black,All,Dorset,411,3208,128.12
2008/09,Black,All,Dorset,281,3208,87.59
2009/10,Black,All,Dorset,331,3208,103.17999999999999
2010/11,Black,All,Dorset,294,3208,91.64999999999999
2011/12,Black,All,Dorset,334,3208,104.11
2012/13,Black,All,Dorset,336,3208,104.74000000000001
2013/14,Black,All,Dorset,498,3208,155.23999999999998
2014/15,Black,All,Dorset,361,3208,112.53
2015/16,Black,All,Dorset,326,3208,101.61999999999999
2016/17,Black,All,Dorset,233,3208,72.63
2017/18,Black,All,Dorset,140,3208,43.64
2018/19,Black,All,Dorset,198,3208,61.720000000000006
2019/20,Black,All,Dorset,154,3208,48
2006/07,Black,All,Durham,13,1058,12.29
2007/08,Black,All,Durham,8,1058,7.56
2008/09,Black,All,Durham,14,1058,13.229999999999999
2009/10,Black,All,Durham,11,1058,10.4
2010/11,Black,All,Durham,15,1058,14.18
2011/12,Black,All,Durham,9,1058,8.51
2012/13,Black,All,Durham,20,1058,18.9
2013/14,Black,All,Durham,20,1058,18.9
2014/15,Black,All,Durham,13,1058,12.29
2015/16,Black,All,Durham,6,1058,5.67
2016/17,Black,All,Durham,5,1058,4.73
2017/18,Black,All,Durham,4,1058,3.7800000000000002
2018/19,Black,All,Durham,8,1058,7.56
2019/20,Black,All,Durham,12,1058,11.34
2006/07,Black,All,Dyfed-Powys,25,856,29.21
2007/08,Black,All,Dyfed-Powys,14,856,16.36
2008/09,Black,All,Dyfed-Powys,42,856,49.07
2009/10,Black,All,Dyfed-Powys,76,856,88.79
2010/11,Black,All,Dyfed-Powys,56,856,65.42
2011/12,Black,All,Dyfed-Powys,70,856,81.78
2012/13,Black,All,Dyfed-Powys,58,856,67.76
2013/14,Black,All,Dyfed-Powys,61,856,71.26
2014/15,Black,All,Dyfed-Powys,47,856,54.91
2015/16,Black,All,Dyfed-Powys,21,856,24.53
2016/17,Black,All,Dyfed-Powys,14,856,16.36
2017/18,Black,All,Dyfed-Powys,6,856,7.01
2018/19,Black,All,Dyfed-Powys,34,856,39.720000000000006
2019/20,Black,All,Dyfed-Powys,19,856,22.2
2006/07,Black,All,Essex,480,34679,13.84
2007/08,Black,All,Essex,735,34679,21.19
2008/09,Black,All,Essex,629,34679,18.14
2009/10,Black,All,Essex,446,34679,12.860000000000001
2010/11,Black,All,Essex,334,34679,9.629999999999999
2011/12,Black,All,Essex,249,34679,7.18
2012/13,Black,All,Essex,251,34679,7.24
2013/14,Black,All,Essex,502,34679,14.48
2014/15,Black,All,Essex,435,34679,12.54
2015/16,Black,All,Essex,256,34679,7.38
2016/17,Black,All,Essex,455,34679,13.12
2017/18,Black,All,Essex,443,34679,12.77
2018/19,Black,All,Essex,793,34679,22.87
2019/20,Black,All,Essex,1642,34679,47.349999999999994
2006/07,Black,All,Gloucestershire,172,5150,33.4
2007/08,Black,All,Gloucestershire,164,5150,31.84
2008/09,Black,All,Gloucestershire,248,5150,48.160000000000004
2009/10,Black,All,Gloucestershire,222,5150,43.11
2010/11,Black,All,Gloucestershire,190,5150,36.89
2011/12,Black,All,Gloucestershire,301,5150,58.449999999999996
2012/13,Black,All,Gloucestershire,240,5150,46.6
2013/14,Black,All,Gloucestershire,192,5150,37.28
2014/15,Black,All,Gloucestershire,123,5150,23.88
2015/16,Black,All,Gloucestershire,120,5150,23.3
2016/17,Black,All,Gloucestershire,150,5150,29.130000000000003
2017/18,Black,All,Gloucestershire,169,5150,32.82
2018/19,Black,All,Gloucestershire,144,5150,27.959999999999997
2019/20,Black,All,Gloucestershire,107,5150,20.779999999999998
2006/07,Black,All,Greater Manchester,3704,74097,49.99
2007/08,Black,All,Greater Manchester,3256,74097,43.94
2008/09,Black,All,Greater Manchester,4214,74097,56.87
2009/10,Black,All,Greater Manchester,3898,74097,52.61
2010/11,Black,All,Greater Manchester,3360,74097,45.349999999999994
2011/12,Black,All,Greater Manchester,2645,74097,35.7
2012/13,Black,All,Greater Manchester,1661,74097,22.419999999999998
2013/14,Black,All,Greater Manchester,1505,74097,20.310000000000002
2014/15,Black,All,Greater Manchester,831,74097,11.219999999999999
2015/16,Black,All,Greater Manchester,319,74097,4.31
2016/17,Black,All,Greater Manchester,214,74097,2.8899999999999997
2017/18,Black,All,Greater Manchester,243,74097,3.2800000000000002
2018/19,Black,All,Greater Manchester,628,74097,8.48
2019/20,Black,All,Greater Manchester,403,74097,5.44
2006/07,Black,All,Gwent,166,3185,52.120000000000005
2007/08,Black,All,Gwent,158,3185,49.61
2008/09,Black,All,Gwent,128,3185,40.190000000000005
2009/10,Black,All,Gwent,215,3185,67.5
2010/11,Black,All,Gwent,152,3185,47.720000000000006
2011/12,Black,All,Gwent,116,3185,36.42
2012/13,Black,All,Gwent,84,3185,26.37
2013/14,Black,All,Gwent,41,3185,12.870000000000001
2014/15,Black,All,Gwent,47,3185,14.76
2015/16,Black,All,Gwent,10,3185,3.14
2016/17,Black,All,Gwent,22,3185,6.91
2017/18,Black,All,Gwent,10,3185,3.14
2018/19,Black,All,Gwent,80,3185,25.12
2019/20,Black,All,Gwent,127,3185,39.87
2006/07,Black,All,Hampshire,806,17445,46.2
2007/08,Black,All,Hampshire,1196,17445,68.56
2008/09,Black,All,Hampshire,1122,17445,64.32
2009/10,Black,All,Hampshire,995,17445,57.04
2010/11,Black,All,Hampshire,920,17445,52.74
2011/12,Black,All,Hampshire,1101,17445,63.11
2012/13,Black,All,Hampshire,1234,17445,70.74000000000001
2013/14,Black,All,Hampshire,1117,17445,64.03
2014/15,Black,All,Hampshire,849,17445,48.67
2015/16,Black,All,Hampshire,708,17445,40.58
2016/17,Black,All,Hampshire,609,17445,34.91
2017/18,Black,All,Hampshire,735,17445,42.13
2018/19,Black,All,Hampshire,659,17445,37.78
2019/20,Black,All,Hampshire,689,17445,39.5
2006/07,Black,All,Hertfordshire,697,31401,22.2
2007/08,Black,All,Hertfordshire,873,31401,27.8
2008/09,Black,All,Hertfordshire,1293,31401,41.18
2009/10,Black,All,Hertfordshire,891,31401,28.37
2010/11,Black,All,Hertfordshire,638,31401,20.32
2011/12,Black,All,Hertfordshire,616,31401,19.62
2012/13,Black,All,Hertfordshire,894,31401,28.47
2013/14,Black,All,Hertfordshire,1461,31401,46.53
2014/15,Black,All,Hertfordshire,821,31401,26.150000000000002
2015/16,Black,All,Hertfordshire,604,31401,19.24
2016/17,Black,All,Hertfordshire,755,31401,24.04
2017/18,Black,All,Hertfordshire,708,31401,22.55
2018/19,Black,All,Hertfordshire,640,31401,20.38
2019/20,Black,All,Hertfordshire,759,31401,24.17
2006/07,Black,All,Humberside,95,4499,21.12
2007/08,Black,All,Humberside,104,4499,23.12
2008/09,Black,All,Humberside,131,4499,29.12
2009/10,Black,All,Humberside,108,4499,24.01
2010/11,Black,All,Humberside,92,4499,20.45
2011/12,Black,All,Humberside,108,4499,24.01
2012/13,Black,All,Humberside,83,4499,18.45
2013/14,Black,All,Humberside,65,4499,14.450000000000001
2014/15,Black,All,Humberside,33,4499,7.33
2015/16,Black,All,Humberside,6,4499,1.33
2016/17,Black,All,Humberside,23,4499,5.109999999999999
2017/18,Black,All,Humberside,21,4499,4.67
2018/19,Black,All,Humberside,47,4499,10.450000000000001
2019/20,Black,All,Humberside,67,4499,14.89
2006/07,Black,All,Kent,484,22879,21.150000000000002
2007/08,Black,All,Kent,688,22879,30.07
2008/09,Black,All,Kent,711,22879,31.08
2009/10,Black,All,Kent,675,22879,29.5
2010/11,Black,All,Kent,468,22879,20.459999999999997
2011/12,Black,All,Kent,421,22879,18.4
2012/13,Black,All,Kent,392,22879,17.130000000000003
2013/14,Black,All,Kent,559,22879,24.43
2014/15,Black,All,Kent,565,22879,24.7
2015/16,Black,All,Kent,614,22879,26.84
2016/17,Black,All,Kent,740,22879,32.339999999999996
2017/18,Black,All,Kent,784,22879,34.27
2018/19,Black,All,Kent,695,22879,30.38
2019/20,Black,All,Kent,819,22879,35.8
2006/07,Black,All,Lancashire,166,5377,30.87
2007/08,Black,All,Lancashire,262,5377,48.730000000000004
2008/09,Black,All,Lancashire,274,5377,50.96
2009/10,Black,All,Lancashire,352,5377,65.46000000000001
2010/11,Black,All,Lancashire,282,5377,52.449999999999996
2011/12,Black,All,Lancashire,233,5377,43.33
2012/13,Black,All,Lancashire,146,5377,27.150000000000002
2013/14,Black,All,Lancashire,116,5377,21.57
2014/15,Black,All,Lancashire,53,5377,9.860000000000001
2015/16,Black,All,Lancashire,68,5377,12.65
2016/17,Black,All,Lancashire,41,5377,7.63
2017/18,Black,All,Lancashire,43,5377,8
2018/19,Black,All,Lancashire,61,5377,11.34
2019/20,Black,All,Lancashire,101,5377,18.779999999999998
2006/07,Black,All,Leicestershire,1431,24623,58.120000000000005
2007/08,Black,All,Leicestershire,1650,24623,67.01
2008/09,Black,All,Leicestershire,1385,24623,56.25
2009/10,Black,All,Leicestershire,1546,24623,62.790000000000006
2010/11,Black,All,Leicestershire,1699,24623,69
2011/12,Black,All,Leicestershire,853,24623,34.64
2012/13,Black,All,Leicestershire,357,24623,14.5
2013/14,Black,All,Leicestershire,376,24623,15.27
2014/15,Black,All,Leicestershire,265,24623,10.76
2015/16,Black,All,Leicestershire,150,24623,6.09
2016/17,Black,All,Leicestershire,123,24623,5
2017/18,Black,All,Leicestershire,142,24623,5.7700000000000005
2018/19,Black,All,Leicestershire,305,24623,12.39
2019/20,Black,All,Leicestershire,346,24623,14.05
2006/07,Black,All,Lincolnshire,60,2561,23.43
2007/08,Black,All,Lincolnshire,108,2561,42.17
2008/09,Black,All,Lincolnshire,132,2561,51.54
2009/10,Black,All,Lincolnshire,89,2561,34.75
2010/11,Black,All,Lincolnshire,82,2561,32.02
2011/12,Black,All,Lincolnshire,62,2561,24.21
2012/13,Black,All,Lincolnshire,89,2561,34.75
2013/14,Black,All,Lincolnshire,115,2561,44.9
2014/15,Black,All,Lincolnshire,48,2561,18.74
2015/16,Black,All,Lincolnshire,41,2561,16.01
2016/17,Black,All,Lincolnshire,37,2561,14.450000000000001
2017/18,Black,All,Lincolnshire,43,2561,16.79
2018/19,Black,All,Lincolnshire,66,2561,25.77
2019/20,Black,All,Lincolnshire,86,2561,33.58
2006/07,Black,All,"London, City of",983,NA,NA
2007/08,Black,All,"London, City of",1174,NA,NA
2008/09,Black,All,"London, City of",1023,NA,NA
2009/10,Black,All,"London, City of",785,NA,NA
2010/11,Black,All,"London, City of",631,NA,NA
2011/12,Black,All,"London, City of",552,NA,NA
2012/13,Black,All,"London, City of",528,NA,NA
2013/14,Black,All,"London, City of",395,NA,NA
2014/15,Black,All,"London, City of",284,NA,NA
2015/16,Black,All,"London, City of",215,NA,NA
2016/17,Black,All,"London, City of",183,NA,NA
2017/18,Black,All,"London, City of",178,NA,NA
2018/19,Black,All,"London, City of",183,NA,NA
2019/20,Black,All,"London, City of",382,NA,NA
2006/07,Black,All,Merseyside,1126,14552,77.38
2007/08,Black,All,Merseyside,1137,14552,78.13
2008/09,Black,All,Merseyside,1384,14552,95.11
2009/10,Black,All,Merseyside,807,14552,55.46
2010/11,Black,All,Merseyside,789,14552,54.220000000000006
2011/12,Black,All,Merseyside,542,14552,37.25
2012/13,Black,All,Merseyside,516,14552,35.46
2013/14,Black,All,Merseyside,744,14552,51.13
2014/15,Black,All,Merseyside,462,14552,31.75
2015/16,Black,All,Merseyside,151,14552,10.38
2016/17,Black,All,Merseyside,198,14552,13.61
2017/18,Black,All,Merseyside,265,14552,18.21
2018/19,Black,All,Merseyside,620,14552,42.61
2019/20,Black,All,Merseyside,950,14552,65.28
2006/07,Black,All,Metropolitan Police,96062,1088447,88.26
2007/08,Black,All,Metropolitan Police,129509,1088447,118.99000000000001
2008/09,Black,All,Metropolitan Police,207973,1088447,191.07
2009/10,Black,All,Metropolitan Police,187104,1088447,171.9
2010/11,Black,All,Metropolitan Police,180872,1088447,166.17
2011/12,Black,All,Metropolitan Police,149749,1088447,137.58
2012/13,Black,All,Metropolitan Police,96726,1088447,88.86999999999999
2013/14,Black,All,Metropolitan Police,77758,1088447,71.44000000000001
2014/15,Black,All,Metropolitan Police,47914,1088447,44.02
2015/16,Black,All,Metropolitan Police,46098,1088447,42.349999999999994
2016/17,Black,All,Metropolitan Police,43503,1088447,39.97
2017/18,Black,All,Metropolitan Police,43089,1088447,39.59
2018/19,Black,All,Metropolitan Police,55855,1088447,51.32
2019/20,Black,All,Metropolitan Police,77482,1088447,71.19
2006/07,Black,All,Norfolk,235,4609,50.99
2007/08,Black,All,Norfolk,217,4609,47.08
2008/09,Black,All,Norfolk,310,4609,67.26
2009/10,Black,All,Norfolk,391,4609,84.83
2010/11,Black,All,Norfolk,354,4609,76.81
2011/12,Black,All,Norfolk,449,4609,97.42
2012/13,Black,All,Norfolk,316,4609,68.56
2013/14,Black,All,Norfolk,295,4609,64.01
2014/15,Black,All,Norfolk,329,4609,71.38
2015/16,Black,All,Norfolk,214,4609,46.43
2016/17,Black,All,Norfolk,222,4609,48.17
2017/18,Black,All,Norfolk,134,4609,29.07
2018/19,Black,All,Norfolk,139,4609,30.16
2019/20,Black,All,Norfolk,219,4609,47.52
2006/07,Black,All,North Wales,40,1497,26.72
2007/08,Black,All,North Wales,43,1497,28.72
2008/09,Black,All,North Wales,42,1497,28.06
2009/10,Black,All,North Wales,21,1497,14.03
2010/11,Black,All,North Wales,23,1497,15.360000000000001
2011/12,Black,All,North Wales,13,1497,8.68
2012/13,Black,All,North Wales,14,1497,9.350000000000001
2013/14,Black,All,North Wales,16,1497,10.69
2014/15,Black,All,North Wales,13,1497,8.68
2015/16,Black,All,North Wales,4,1497,2.67
2016/17,Black,All,North Wales,11,1497,7.35
2017/18,Black,All,North Wales,11,1497,7.35
2018/19,Black,All,North Wales,14,1497,9.350000000000001
2019/20,Black,All,North Wales,20,1497,13.360000000000001
2006/07,Black,All,North Yorkshire,59,3618,16.310000000000002
2007/08,Black,All,North Yorkshire,53,3618,14.65
2008/09,Black,All,North Yorkshire,79,3618,21.84
2009/10,Black,All,North Yorkshire,50,3618,13.82
2010/11,Black,All,North Yorkshire,37,3618,10.229999999999999
2011/12,Black,All,North Yorkshire,63,3618,17.41
2012/13,Black,All,North Yorkshire,37,3618,10.229999999999999
2013/14,Black,All,North Yorkshire,190,3618,52.52
2014/15,Black,All,North Yorkshire,66,3618,18.24
2015/16,Black,All,North Yorkshire,39,3618,10.78
2016/17,Black,All,North Yorkshire,41,3618,11.33
2017/18,Black,All,North Yorkshire,38,3618,10.5
2018/19,Black,All,North Yorkshire,38,3618,10.5
2019/20,Black,All,North Yorkshire,50,3618,13.82
2006/07,Black,All,Northamptonshire,788,16923,46.56
2007/08,Black,All,Northamptonshire,805,16923,47.57
2008/09,Black,All,Northamptonshire,643,16923,38
2009/10,Black,All,Northamptonshire,614,16923,36.28
2010/11,Black,All,Northamptonshire,661,16923,39.06
2011/12,Black,All,Northamptonshire,567,16923,33.5
2012/13,Black,All,Northamptonshire,658,16923,38.879999999999995
2013/14,Black,All,Northamptonshire,598,16923,35.339999999999996
2014/15,Black,All,Northamptonshire,361,16923,21.330000000000002
2015/16,Black,All,Northamptonshire,201,16923,11.88
2016/17,Black,All,Northamptonshire,192,16923,11.350000000000001
2017/18,Black,All,Northamptonshire,172,16923,10.16
2018/19,Black,All,Northamptonshire,331,16923,19.56
2019/20,Black,All,Northamptonshire,302,16923,17.85
2006/07,Black,All,Northumbria,166,9006,18.43
2007/08,Black,All,Northumbria,161,9006,17.88
2008/09,Black,All,Northumbria,197,9006,21.87
2009/10,Black,All,Northumbria,207,9006,22.979999999999997
2010/11,Black,All,Northumbria,189,9006,20.99
2011/12,Black,All,Northumbria,230,9006,25.54
2012/13,Black,All,Northumbria,184,9006,20.43
2013/14,Black,All,Northumbria,304,9006,33.760000000000005
2014/15,Black,All,Northumbria,181,9006,20.1
2015/16,Black,All,Northumbria,130,9006,14.43
2016/17,Black,All,Northumbria,82,9006,9.11
2017/18,Black,All,Northumbria,79,9006,8.77
2018/19,Black,All,Northumbria,78,9006,8.66
2019/20,Black,All,Northumbria,129,9006,14.32
2006/07,Black,All,Nottinghamshire,918,27287,33.64
2007/08,Black,All,Nottinghamshire,526,27287,19.279999999999998
2008/09,Black,All,Nottinghamshire,427,27287,15.65
2009/10,Black,All,Nottinghamshire,508,27287,18.62
2010/11,Black,All,Nottinghamshire,506,27287,18.54
2011/12,Black,All,Nottinghamshire,327,27287,11.98
2012/13,Black,All,Nottinghamshire,323,27287,11.84
2013/14,Black,All,Nottinghamshire,486,27287,17.810000000000002
2014/15,Black,All,Nottinghamshire,340,27287,12.46
2015/16,Black,All,Nottinghamshire,241,27287,8.83
2016/17,Black,All,Nottinghamshire,236,27287,8.65
2017/18,Black,All,Nottinghamshire,232,27287,8.5
2018/19,Black,All,Nottinghamshire,309,27287,11.32
2019/20,Black,All,Nottinghamshire,463,27287,16.97
2006/07,Black,All,South Wales,459,12738,36.03
2007/08,Black,All,South Wales,632,12738,49.620000000000005
2008/09,Black,All,South Wales,565,12738,44.36
2009/10,Black,All,South Wales,417,12738,32.74
2010/11,Black,All,South Wales,387,12738,30.38
2011/12,Black,All,South Wales,443,12738,34.78
2012/13,Black,All,South Wales,267,12738,20.959999999999997
2013/14,Black,All,South Wales,360,12738,28.259999999999998
2014/15,Black,All,South Wales,170,12738,13.350000000000001
2015/16,Black,All,South Wales,136,12738,10.68
2016/17,Black,All,South Wales,199,12738,15.62
2017/18,Black,All,South Wales,372,12738,29.2
2018/19,Black,All,South Wales,536,12738,42.08
2019/20,Black,All,South Wales,699,12738,54.879999999999995
2006/07,Black,All,South Yorkshire,927,25752,36
2007/08,Black,All,South Yorkshire,1018,25752,39.53
2008/09,Black,All,South Yorkshire,1360,25752,52.809999999999995
2009/10,Black,All,South Yorkshire,1613,25752,62.64
2010/11,Black,All,South Yorkshire,1027,25752,39.879999999999995
2011/12,Black,All,South Yorkshire,750,25752,29.12
2012/13,Black,All,South Yorkshire,803,25752,31.18
2013/14,Black,All,South Yorkshire,724,25752,28.110000000000003
2014/15,Black,All,South Yorkshire,347,25752,13.47
2015/16,Black,All,South Yorkshire,196,25752,7.609999999999999
2016/17,Black,All,South Yorkshire,203,25752,7.88
2017/18,Black,All,South Yorkshire,125,25752,4.85
2018/19,Black,All,South Yorkshire,294,25752,11.42
2019/20,Black,All,South Yorkshire,559,25752,21.71
2006/07,Black,All,Staffordshire,329,8551,38.48
2007/08,Black,All,Staffordshire,341,8551,39.879999999999995
2008/09,Black,All,Staffordshire,314,8551,36.720000000000006
2009/10,Black,All,Staffordshire,163,8551,19.06
2010/11,Black,All,Staffordshire,254,8551,29.7
2011/12,Black,All,Staffordshire,348,8551,40.7
2012/13,Black,All,Staffordshire,359,8551,41.98
2013/14,Black,All,Staffordshire,324,8551,37.89
2014/15,Black,All,Staffordshire,129,8551,15.09
2015/16,Black,All,Staffordshire,149,8551,17.419999999999998
2016/17,Black,All,Staffordshire,200,8551,23.39
2017/18,Black,All,Staffordshire,195,8551,22.8
2018/19,Black,All,Staffordshire,192,8551,22.45
2019/20,Black,All,Staffordshire,295,8551,34.5
2006/07,Black,All,Suffolk,155,6854,22.610000000000003
2007/08,Black,All,Suffolk,277,6854,40.41
2008/09,Black,All,Suffolk,233,6854,33.99
2009/10,Black,All,Suffolk,177,6854,25.82
2010/11,Black,All,Suffolk,128,6854,18.68
2011/12,Black,All,Suffolk,139,6854,20.279999999999998
2012/13,Black,All,Suffolk,134,6854,19.55
